,name,description,is_preschooler
8942,hide-and-seek baby.,a touchy-feely series for babies and toddlers alike. pastel illustrations and friendly text combine with the softest of touchy-feely textures to make these books a treat to be enjoyed again and again.,0
8943,baby's bedtime,"this series explores everyday activities which are familiar to very young children. each bright, friendly picture has lots to look at, point to and talk about and will entertain babies and toddlers, as well as adults.",0
8944,busy baby (snuggletime board books),baby's blanket goes everywhere with him in these interactive board books featuring a soft blanket to feel and lift.,0
8945,dinosaurs,"join the dinosaurs in their very magical world, as they thump! through the forest. this magical board book is a real gem' each page overflows with luxurious textures!",0
8946,cats and kittens,"find out how to look after and train your pet, as well as typical aspects of behavior, ideas on things to make and fascinating information about your pet",0
8947,the usborne big touchy feely book of puppies,"what do puppies like doing? every double page in this board book features lots of different textures to feel, such as shaggy ears, fluffy tails and soft noses. the combination of simple text and illustrations is designed to help very young children develop sensory and language awareness.",0
8957,toca y aprende la granja / touch and feel farm,"introducing all the animals and sights familiar to the farm, including tractors, cows, sheep and pigs, this title is bursting with touchy-feely patches and textures and is perfect for little children everywhere.",0
8960,pigs love mud,"these delightful board books for toddlers have brightly colored illustrations featuring big, image-shaped flaps that kids lift to find answers to questions. several of the flaps in each book contain a material that specially matches its picture's style -- felt, straw, cardboard, string, buttons, and many other such things. the different textures on board pages provide a touch-and-feel element that encourages very young boys and girls to share the story's experience, even before they've learned to read the words. books have rounded corners as a small but important safety feature. (ages 1-3)this delightful book's theme is the farm and its animals. toddlers meet pigs, cows, and chickens, and guess what they might find behind each picture's flap.",0
8964,ernest and celestine's patchwork quilt,"ernest and celestine make a patchwork quilt, but when they realize only one can use it, they make another one.",0
8965,eight nights of chanukah lights,"glitter brings the shining lights of the menorah alive in eight nights of chanukah lights, and celebrates the togetherness of family during the holidays. full color.",0
8982,brought to you by the number 2,"sesame street has been brought to you by the letter a and the number 1 ...<p>every fan knows and loves this famous tag line, a tradition at the end of sesame street for 30 years. brought to you by ... books is a brand-new series that captures the spirit of this cornerstone segment, featuring: <br />-- simple letter and number recognition<br />-- bold, graphic, fun-shaped books<br />-- favorite characters like big bird, elmo, ernie, and bert.</p>",0
8984,tiny trolls 123 (mini-storybooks),"count with the trolls from 1 to 10 as they swarm all over the house, snorkeling in the fish tank and even raiding the refrigerator. full-color illustrations.",0
9029,beach (usbourne look and say),this board book shows familiar objects at the beach for spotting and naming.,0
9034,what do you want on your pizza?,"including:<br /> pepperoni<br /> black olives<br /> green olives<br /> mushrooms<br /> broccoli<br /> anchovies<br /> and 3 kinds of peppers<br /><br /> done up chicago-style (extra thick with lots of ingredients), this big, chunky book gives kids the opportunity to choose just what they want to go on their pizza, whether it's pepperoni, olives, mushrooms, or even anchovies. with over 35 thick puzzle shapes to place in the appropriate slots on each of the five plain slices served up throughout the story, every kid is sure to find exactly what they like. mouthwateringly illustrated by debbie palen, with a tasty rhyming text by william boniface, <i>what do you want on your pizza?</i> will be as much fun for kids as a trip to the pizza parlor. <br /> choking hazard (1); not for children under 3 years. <br />for full text of warning label click here. <br />",0
9057,big machines (a rookie reader),"<b>land ho! these tractors, backhoes, pavers, and tall cranes are hard at work.</b><br />rookie readers (ages 5-7) have provided entertaining, high-quality introductions to reading for more than a generation. each title features full-color, often hilarious illustrations and engaging stories that always involve a young child figuring out concepts or solving problems on his or her own. <br /><br /> kids can watch them do their jobs in the farmlands of america and on big construction sites.",0
9070,horton hears a who pop-up!,"unlike other pop-up adaptations that use text abridgments, this book contains the complete text of <i>horton hears a who!</i> david a. carter has skillfully followed seuss’s signature pacing by alternating five big, blow-out pop-ups with 11 booklets, pull tabs galore, and many special effects. in all, ten glorious spreads bring this classic to life in magnificent full color.",0
9075,first a dream,"when retta caldwell has a chance to return to her hometown in pennsylvania, she must decide whether to return to her family in california or stay with her true love, dallas dobson. the beautiful sequel to acts of love.",0
9076,pirate plunder's treasure hunt: a pop-up whodunit,"ian smyth, creator of the mystery of the russian ruby and the eye of the pharoah, has dunit again with his third amazing feat of paper engineering. puzzle-solving landlubbers will quickly get their sea legs as they join six suspicious characters on a high-speed hunt for treasure through this pop-up adventure. full color.",0
9100,under our skin: kids talk about race,six kids tell about their ethnic backgrounds and experiences with prejudice.,0
9113,"look, listen, taste, touch, and smell: learning about your five senses","seeing, hearing, smelling, tasting, touching -- our bodies do all kinds of amazing things! in this delightful and educational picture book, author pamela hill nettlet, along with illustrator becky shipe, give children an exciting, colorful introduction to the five sense -- sight, hearing, smell, taste and touch -- and the organs that perform these functions. a must for any emerging science fan.",0
9141,what is a plane?,"emergent-reader nonfiction takes on a whole new face! consistent print placement, predictable text patterns and strong picture clues make this series ideal for emergent readers.",0
9150,just grandpa and me (a golden look-look book),"join little critter and his grandpa in this big-city adventure! family fun and love are in abundance when little critter and his grandfather head to the big city! little critter sure is little, but he's a big help to his grandfather. little critter holds his hand so his grandfather doesn't get lost, demonstrates how to go up and down the store's escalator, and even shows grandpa how to use chopsticks for the first time!",0
9155,"merry christmas, mom and dad (a golden look-look book)","mercer mayer's little critter is getting ready for christmas in this classic, funny, and heartwarming book. whether he's making wreaths, eating gingerbread cookies, or putting the star on the top of the tree, both parents and children alike will relate to this beloved story. a perfect way to celebrate the holiday season!",0
9165,max,young readers will meet and fall in love with the endearing max in this inviting interactive pop-up book.,0
9166,the toy town game,"the text is part of the ready...go series which features controlled language to give confidence, and illustrations to provide important visual clues to the young reader.",0
9204,walt disney pictures return to oz - dorothy in the ornament rooms (a golden look-look book),"after returning to emerald city and finding it in ruins, dorothy and her friends tik tok and billima, try to find a way to restore the city by searching out the nome king and getting back the things he stole.",0
9209,der schweinehirt,"lisbeth zwerger, winner of the 1990 hans christian andersen medal, brings her distinctive talent to this classic andersen fairy tale of a foolish prince who seeks to marry the emperor�s daughter, and the even more foolish princess who fails to recognize his true worth.<p> when the princess refuses him, he disguises himself as a swineherd and plays her favorite songs. by the time she warms up to him it�s too late; he reveals his true identity and leaves her all alone. it�s a delightfully silly tale of human nature, brought wonderfully to life by the incomparable ms. zwerger.</p>",0
9211,the crayola rainbow colors book,color your world!a rainbow of fun is waiting for you in every box of crayons. turn the crayon-shaped pages of this book and learn about colors with crayola.(r),0
9227,when mama comes home tonight,"no other bedtime book addresses working families as effectively as <i>when mama comes home tonight.</i> <br /> now available as a classic board book edition, it is sure to become a favorite of both mothers and children.",0
9261,let's bake cookies pinocchio / vamos a hornear galletas pinocho,"enjoy the winning combination of the bilingual spanish-english format, adorable disney characters, and a favorite early childhood concept --all in a sturdy board book.<br /><br />una gran noticia: ¡ahora los libros de los bebés de disney son bilingües! es más fácil y más divertido que nunca que tu bebé aprenda con los adorables bebés de disney acerca de los colores, las formas, las letras y otros conceptos importantes. repletos de aventuras divertidas de disney, estos coloridos libros de cartón son irresistibles. cada uno tiene oraciones simples tanto en inglés como en español para que el aprendizaje sea muy fácil. además, ¡las páginas de cartón y las esquinas redondeadas aseguran que los chicos no se hagan daño!<br />",0
9267,follow the leader,"rosie always wants to be the leader. up until now, her friends haven't minded. but then angel moves to the coral reef. suddenly everyone wants to follow angel's lead. will rosie realize before it's too late that always demanding to be the leader may mean losing all of her friends?",0
9276,duckat,mabel makes friends with a very odd duck who thinks he's a cat.,0
9285,ballerina wings (dragon tales books with wings),"soft, shimmery cloth wings add a fun element to the reading experience as kids follow the story of cassie's audition for the big ballet.",0
9294,max and emmy's flower power,"there's a plant show in dragon land, but the dragons are having a little trouble getting their flowers to grow. will max and emmy's green thumbs be enough to help get things sprouting?",0
9310,kitten book,"first picture gallery books are as charming as they are simple -- with easy words and bright, visually stimulating objects for very young children to recognize. what is most unusual about these books is their format. each page -- including the front cover -- is a sturdy board frame, and inside each frame is a vividly colored illustration printed on cloth. kids will love turning pages and watching friendly little animals doing all the same things that kids do -- wake up, eat and drink, get dressed, and go out and play! (ages infant-3)",0
9311,it's christmas!,"santa�1/2s elves make lots of toys for santa to bring to boys and girls everywhere! not only are the books in this series wood tops: they�1/2re wood bottoms, too! these holiday novelty books have sturdy wood laminate front and back covers decorated with bright christmas images printed on maple surfaces. open the books and the board pages tell cheerful christmas stories that will appeal to toddlers, with bright color illustrations that capture the holiday spirit. <i>christmas wood tops</i> make great stocking stuffers, and they�1/2re sturdy enough so that they�1/2ll be around to entertain toddlers for several christmases to come.",0
9316,my nose,"- welcome books are reviewed by reading consultants before publication.<br />- includes glossary and index.<br />- glossary words are bolded throughout the book for easy identification and the glossary includes a pronunciation guide to help emergent readers with these new words.<br />grades k-4 national science standards<br />- life science: iii<br />- plants and animals have structures that aid in growth, survival, and reproduction<br />- behavior is influenced by sensing internal cues (i.e., hunger) and external cues (i.e., environmental change)<br />- science in personal and social perspectives: vi<br />- individuals have some responsibility for their own health<br />grades k-4 national social studies standards<br />- individual development and identity: iv<br />- describe personal changes over time, such as physical development and personal interests",0
9324,on the farm,"this delightful series is designed to amuse young children and stimulate them to talk, encourage them to learn new words and to distinguish visual differences of shape and color. the detailed illustrations provide lots of things to find and count and there is also something out-of-place to spot. the questions on each page are there to suggest starting points for conversations.",0
9325,in the castle,"have you ever wondered what it would be like to live in a castle? follow the adventures of a little boy who longs to be a knight, and you'll find out.",0
9333,trucks and diggers one to ten,"kids love trucks and diggers, and with the help of full color photographs featuring rugged caterpillar machines, these budding little contractors will love learning counting, too!",0
9340,tu cuerpo: conoce por dentro,"packed with lively illustrations and fascinating flaps, this book is bursting to reveal amazing secrets.""",0
9342,school of names,"a dweller on the earth realizes the connection of all things, oceans, clouds, animals, and stars, and wishes to know their names.",0
9343,little buddy meets bobo,"little buddy the rabbit searches for his pen pal bobo in a train station, mistaking one person after another for his friend. features movable flaps.",0
9352,princess: a glittering guide for young ladies (genuine and moste authentic guides),"for aspiring princesses everywhere, a dazzling insider’s guide to grace, style, and charm.<br /><br />madame sparklington is finally retiring from her exclusive finishing school for young ladies. but fret not! she is committing all her wisdom to this lighthearted yet practical guide to bringing out the princess in every girl. within these prettily packed pages are tips on how to dress; deportment and etiquette; health, hair, and beauty; prince charmings; and preparing for your first ball.<br />gorgeously girly and filled with such novelties as booklets and cards, a mix-and-match wardrobe, an official “princess certificate,” and glitter galore, here is a treasure trove of secrets for princesses to pore over -- and put to charming good use.",0
9355,tonka trucks around town,"in a die-cut shaped board book that features rolling plastic wheels, very small children are introduced to a variety of mighty trucks that can be seen everyday in a neighborhood, including a helpful fire truck.""",0
9380,food market,text and illustrations introduce the many kinds of food that can be found at a supermarket. on heavy board pages cut in the shape of a store.,0
9382,the science book of things that grow,simple experiments explain plant growth.,0
9385,curly the pig board book,curly the pig has escaped and the farmer and her children search for him.,0
9388,who's making that noise?,"this lift-the-flap book features a young child trying to track down the culprit who is making a noise. it features a simple rhyming text for reading aloud, and should be suitable to be shared with children aged three and over.",0
9394,kitten,"watch a kitten grow in this fun and educational book. see how i grow, from a tiny, helpless kitten into a playful young cat. here is an original series of natural history books for the very young. superb photographs and colorful artwork chart the early stages of a kitten's life. the simple, imaginative text is in a charming story form for parent and child to share.",0
9403,"bob books first! level a, set 1  (re-released as bob books set 1- beginning readers)",<br />,0
9424,"wake up, papa bear!","little cub is ready to go to sleep, but papa bear is asleep in little cub's bed! children will love helping little cub tickle papa bear's toes, poke his nose, pull his ear, and more. but there's only <i>one </i>way to wake a sleeping bear! fun to touch textures, sturdy pull-tabs, and adorable illustrations will make this sweetest-of-all interactive book a hit with toddlers!",0
9425,addys paper dolls,"cut out addy's ten outfits and put on your own 1864 fashion show! make your own miniature story book, too, and read historical fun facts on everything from cinnamon-pink dresses to snoots!",0
9444,a visit to the farm,"hello friendchildren love to learn and are always figuring things out about themselves and the world around them. and the more they know, the better equipped they are to handle the challenges of growing up.<br /><br />little bill encourages children to value their family and friends, to feel good about themselves, and to learn to solve problems creatively. i hope young<br /><br />readers will see little bill as their friend and enjoy his real-life adventures.",0
9455,christopher: the holy giant,"the story of reprobus, the giant who carried a child across a stormy river.",0
9471,colors of mexico,"young readers are given a fun opportunity to explore the world through a rainbow of colors with this exciting carolrhoda series. each book uses colors to introduce children to the history, traditions, and daily life of people in a specific country or ethnic group. a map, index, and lovely full-color illustrations complement the text.",0
9475,touch & sparkle emergency,"babies and toddlers love to explore their world by touch. in these colorful board books they get a chance to find out more about the fire, police and ambulance services. a textured patch or sparkling area on each spread catches the eye and attention and encourages the child to explore further.",0
9480,the eye of the pharaoh,"dozens of pop-ups, pull-out dossiers, flaps, and secret labels constitute the clues that will lead astute readers to identify the burglar of king kha-putt's tomb. once the burglar is found, however, the turn of a wheel changes the final clue--and the mystery can be unraveled all over again for yet another round of fun. full color.",0
9487,i spy fantasy,"<br /><br />treasure seekers of all ages can visit 13 dazzling fantasy environments--including a city of blocks, a space station of kitchen tools, a planet of toys, and an underwater wonderland.",0
9508,"mealworms: raise them, watch them, see them change","mealworms shows kids how to set up a mealworm farm --- with little cost and maintenance --- and what to watch for as these fascinating insects go through metamorphosis to mature as darkling beetles. often used in classroom experiments, mealworms go through a life cycle in about six weeks. they are compact, easy to care for, full of surprises and, best of all, they can't fly so they won't escape from the habitat kids create! easy-to-follow experiments examine such topics as the common characteristics of insects, metamorphosis, life cycles, habitats and animals' responses to their environments.",0
9517,the battle for iwo jima,children can imagine being witnesses to history-in-the-making in this series that explores important events in united states history.,0
9524,giggle bugs: a lift-and-laugh book,what do you get when you cross two banana peel bugs? lift the flaps and find out!<br /><br />58 lift-the-flap riddles and a hilarious giggling sound chip will make you laugh out loud with the giggle bugs!,0
9526,alpha bugs,from a to z an alphabet of everyone's favorite bugs that makes learning fun.,0
9531,emily's valentine party,"valentine's day is coming, and emily is having a party for her friends. there's so much to do to get ready children can lift the flaps and join emily as she prepares for the celebration.",0
9543,"mommy, what if...?","""""mommy, what if a camel put me on his back and ran away?"" ""mommy, what if a monkey took me up a big tree?""""<br /><br />little elephant is so worried! what if something terrible happens? but for every question mommy elephant is there with a reassuring answer. little ones won?t tire of reading this heartwarming pop-up story again and again with their own mothers.",0
9562,drive a fire engine,"complete with steering wheel, horn, and windshields. these interactive books are great for young readers.",0
9571,swim with me: a new fun approach to learning to swim,"""hum like the super sea racer"", ""pretend like a merkid"", ""use fins like the skin diver"", and much more in this book designed to supplement swimming lessons or just help parents acclimate their children to water. the splash-resistant laminated pages make the book perfect for bringing to the beach or pool.",0
9610,duck goes fishing,disaster-prone duck joins owl and fox on their fishing trip.,0
9621,winter wonderland (barbie),"barbie can't wait for her tree-trimming party - she makes glittering garlands, dazzling decorations, and crunchy christmas cookies. but when a blizzard blows through, barbie is snowbound! luckily, barbie's pals come to her rescue just in time to make it the merriest christmas ever!",0
9632,twelve tales from aesop: retold and illustrated,"retells 12 familiar aesop's fables including ""the rabbit and the turtle,"" ""the lion and the mouse,"" and ""the wolf and the lamb.""",0
9652,"baby see, baby do!","baby animals play with their moms and dads in this fun, interactive book filled with pop-ups, tabs to pull, and flaps to lift. full-color illustrations.",0
9654,ludlow grows up,"this first book presents the ow-sound, in words such as grow, blow, and snow.",0
9660,"meet leatherhead (teenage mutant ninja turtles, #8)","the turtles get a big surprise when they meet leatherhead, a mutated crocodile who was accidentally exposed to the utrom's green ooze. as the turtles listen to leatherhead's story, they get another surprise when an old enemy emerges from the shadows.",0
9679,la giornata di elmer / elmer's day,"<div>
  <div>elmer has a busy day.</div>
</div>",0
9680,"roll, slope, and slide: a book about ramps","skateboards, roller coasters, and playground slides, all of these are ramps. from award-winning author michael dahl, this nonfiction picture book provides an introduction to one of the most important machines humans rely on. with fun facts and bright illustrations, find out how people use ramps every day.",0
9683,"ana, ¿verdad?","3. right to a name and a nationality. ana finds herself in a place where things have strange names, and people have customs that are very different from hers. ana is criticized for being different. the authorities decide she must become like them. she must learn new customs and answer to a new name. upset, ana rebels.",0
9684,the solar system: flip out and learn,"pull this amazing book out of its slipcase, open it, and keep on pulling as the panels clack-clack-clack into place to reveal a spectacular frieze of the solar system. readers will learn fascinating facts featured on the back of each panel and in the mini paperback book included. the vast universe surrounding our planet has never been so fascinating! and this groundbreaking new format is the perfect showcase for this immense topic.",0
9699,oxford reading tree: level 5: snapdragons: the sandwich that jack made,"presenting jack, who makes an enormous sandwich out of all the tasty things he can find, but then the sight of it makes him feel sick. bookbanded for easy classroom management, this book contains reading notes for parents/carers on the inside covers. guided reading cards and teaching notes are also available.",0
9706,the borrowers (a sense of place),"beneath the kitchen floor is the world of the borrowers -- pod and homily clock and their daughter, arrietty. in their tiny home, matchboxes double as roomy dressers and postage stamps hang on the walls like paintings. whatever the clocks need they simply ""borrow"" from the ""human beans"" who live above them. it's a comfortable life, but boring if you're a kid. only pod is allowed to venture into the house above, because the danger of being seen by a human is too great. borrowers who are seen by humans are never seen again. yet arrietty won't listen. there is a human boy up there, and arrietty is desperate for a friend.",0
9712,"ha ha, maisy!: a lift-the-flap book (maisy)","<b>what makes maisy and her friends laugh? how do they make playing games more fun? lift the flaps in this new board book and find some funny surprises.</b><br /><br />everyone knows that maisy loves to have fun — and now she's inviting her little readers to laugh along with her and her friends. lift up the flaps in ha ha, maisy! and find out who gets a hoot out of blowing bubbles, jumping on the bed, or having his feet tickled.",0
9719,the ice palace,"a special bond between father and daughter is deepened through storytelling and the power of imagination. anna is in bed, sick with a fever and her father keeps her spirits up with stories of an ice land where a princess sets out on a ship made of ice. full color.",0
9726,"good night, teddy bear: a book for helping get ready for bed, with special things to touch, smell, see and do","in ""good night, teddy bear"", little ""readers"" ages six months to four years help teddy with his bedtime rituals, from putting away his toys and taking his bath to getting into his pajamas and reading a poem. each page has a special activity. the toy box actually opens, the bath soap smells good, the pajamas are soft flannel, and teddy can be rocked while he reads his book. in all, there are eleven objects for children to touch and play with, including a mirror, a bristly toothbrush in a cabinet that opens, a small book with pages that turn, a rocking chair that really rocks, fluffy window curtains to peek behind, a night light to switch on and a furry kitten to pet.by easing children toward bed, this book follows the advice of child experts, who recommend establishing a pattern of regular evening rituals. the engaging little story will give both children and their parents something to look forward to at night.<br /><br />includes pop-up art, die cuts and numerous tactile features.",0
9728,disney's 101 dalmatians,presents a storybook version of the disney movie featuring an electronic keyboard which plays various sound effects.,0
9743,a monster among us (inhumanoids - the evil that lies within),"inhumanoids.<br /><br />from deep inside the earth come the inhumanoids, monsters bent on claiming the surface world for themselves. who can stop them?<br /><br />amon humans, there's only the earth corps, a courageous team of scientists and adventurers. with their amazing exploration suits that can stand up to the hazards of earth's interior, they set out fearlessly to drive the beasts back.<br /><br />joining them are mutores, races of fantastic creatures, who must ally themselves with the earth corps to protect their own beloved homes.",0
9745,first picture action rhymes,"this delightful collection contains twelve of the best-loved action rhymes and songs. to hear the tunes, you can visit <a target=""_blank"" rel=""noopener nofollow"" href=""http://www.usborne-quicklinks.com"">www.usborne-quicklinks.com</a> and type in the keywords action rhymes.",0
9760,princess fun: count 10 to 1,join fairy-tale creatures in counting fun as you count down 10 to 1!,0
9761,big river rescue (little golden storybook),scuffy and his friend seamore the seagull come to the rescue when beatrice beaver gets carried downstream after forgetting to heed her mother's warning about the river's strong current.,0
9793,what to do about frost? (the santa clause 3: escape clause),"the council of legendary figures has a problem. jack frost will not behave to teach him a lesson, the council orders him to help santa prepare for christmas. but things quickly start to go wrong at the north pole. will frost end up ruining christmas forever",0
9825,say please!,"the little princess forgets - and then remembers - her manners, and learns that please and thank you are important words for everyone, not just royalty.",0
9869,"the hitchhiker's guide to the galaxy (hitchhiker's guide to the galaxy, #1)","don't panic! you're not timetripping! it's the tenth anniversary of the publication of douglas adams's zany, best-selling novel, and to celebrate harmony is reissuing a special edition of this cult classic!<br /><br />by now the story is legendary. arthur dent, mild-mannered, out-to-lunch earth-ling, is plucked from his planet by his friend ford prefect just seconds before it was demolished to make way for a hyper-space bypass. ford, posing as an out-of-work actor, is a researcher for the revised edition of the hitchhiker's guide to the galaxy. together the gruesome twosome begin their now-famous inter-galactic journey through time, space and best-sellerdom.",0
9884,off we go!,"one by one, mouse, frog, mole, spider, snake, and duck leave home and take off for grandma's house -- be it nest or web or bog or tree. the board book format is perfect for young readers, who will love to pick out favorite animals and follow their romp to grandma's.",0
9888,wash your hands!,"when the little princess hears about the germs and nasties living all around her, she understands the importance of washing her hands a lot.",0
9900,"the little christmas tree, grades k - 1: level 2","let little critter(r) take your child on a reading adventure!<br /><br />when dad brings home the family christmas tree, everyone pitches in to make it the best tree ever.<br /><br /><br /><br />the little christmas tree is an original little critter first reader for children ages 5 to",0
9901,princess bella's birthday cake (read-it! readers),"princess bella loves shapes. for her birthday, the cook uses all kinds of shapes to make a very special cake. how many shapes can you find in princess bella's cake?",0
9927,here comes santa claus,mitzi the kitten greets santa on his arrival and he leaves a gift for her too. on board pages.,0
9935,the my first real mother goose bedtime book,"beloved rhymes from the real mother goose are collected in this compact paper-over-board book with sturdy, cardstock pages and a soft, pillowy padded cover.the nursery rhymes of mother goose is a fun way to introduce babies and toddlers to the love of language.this book includes ten beloved real mother goose rhymes, electronically enhanced artwork from blanche fisher wright's original collection, and a soft, pillowy padding beneath the laminated paper-over-board cover.young children will look forward to naptime or bedtime with such rhymes as early to bed; diddle, diddle, dumpling; little fred; and many more! as sweet as a lullaby, this book is sure to pacify even the most reluctant toddlers!",0
9944,flower fairy springtime dance,"springtime has arrived and the flower fairies are excited about the wonderful springtime dance.the spring fairies all audition for the dance, and the beautiful narcissus fairy gets the main part! is she excited about her starring role or will she be too nervous to perform for the biggest festival in spring? features a die-cut cover with holographic foil and is filled with barker's colorful illustrations and beautiful details.",0
9963,no problem! (oxford reading tree: stage 4: snapdragons),"including vocabulary and repetition of high frequency words, these picture story books feature variety stories with familiar settings, traditional animal tales and humour.",0
9965,corduroy (corduroy (board book)),"who could resist this cuddly corduroy giant board book? cut in the shape of don freeman's lovable bear, and with big colorful illustrations on every page, this book is a guaranteed hit with toddlers. the very simple story follows corduroy through his busy day, with one short sentence on each page. with its thick, sturdy pages and large text, this shaped board book is a sure success and a great value.",0
9969,funny faces dizzy dragon,"ideal for babies and toddlers<br />wacky characters and funny rhymes<br />touch and feel, light and sound",0
9978,puppy trouble,"pop-up fun from the creator of the carl books <br />a rottweiler puppy's ingenuity enables him to escape from his dog cage and get himself into loads of domestic mischief - with a little help from readers as they pull tabs and lift flaps. whether he's trying to steal the cat's pillow or trailing toilet paper all over the house, dog lovers of all ages will applaud and laugh at his misbehavior until, at last, the puppy falls into the arms of his beloved owner.<br />",0
9996,soft to touch 123,-ideal for 0-18 months.<br /><br />-'soft-to-touch' cover.<br /><br />-clear photography introduces babies to the world around them.<br />,0
10002,rumble and bolt: a comforting storybook about thunder and lightning,"what a wonderful way to help a child feel more calm during one of the most frightening experiences of a young child's life the flash of lightning and the crash of thunder. rumble and bolt tells a simple story of a friendship that develops between a thunder cloud and a lightning bolt. it's a playful explanation to comfort the young hearts and minds of all children. written in a delightful limerick rhythm to entertain your child, rumble and bolt features beautifully colored illustrations and a charming sound button that's sure to captivate children's attention and help them through an otherwise frightening experience.",0
10004,bears big blue house: 150 new recipes for living and entertaining,join bear and his friends on a tour of the big blue house in this giant book of words. young children can name all of the fun objects they find as bear leads them through each room of his cozy home. full color.,0
10031,blues clues who am i: a book to touch and feel,who wears a shirt that feels soft and cottony? who has shiny metal parts? and who leaves clues that are nice and smooth? young fans of blue's clues will delight in figuring it all out in this interactive touch and feel book that features many of their blue's clues friends!,0
10057,blue's big treasure hunt (blue's clues),"someone's set up a treasure hunt but who did it? join steve and blue as they play blue's clues to figure it out. and where is the treasure? luckily they have a map to help them -- and readers do too. included in this book is a tear-out poster what could the treasure be? open the book, follow the map, and find out",0
10063,i'll take a dozen (bagel books: counting),"these bagel-shaped books look good enough to eat-but you better not try, because they are better read than eaten! using a familiar and favorite food of toddlers and adults alike, these yummy board books with clear, simple text teach early-learning concepts-colors and counting-in a fresh, fun way. young children will love looking at the delicious rainbow of bright bagel photographs in <i>there's no blue on a bagel</i>, and the variety of bagels in <i>i'll take a dozen!</i> makes counting more fun than ever.",0
10079,number one number fun,"pigs, chickens, and other farm animals prance and balance in piles, while the reader is invited to add and subtract their numbers.",0
10114,chameleon swims / tac ke hoa boi: vietnamese-english (chameleon),<div>chameleon learns to swim with the help of his friend salamander.</div>,0
10126,"skeleton crew. allan ahlberg, andr amstutz","the three skeletons enjoy a holiday on board their little boat. but one night - yo-ho-ho - the pirates come and put them out to sea on a tiny raft, launching them on an oceanful of new adventures.",0
10127,"marcos colors: red, yellow, blue","join marcos, the adopted little brother of twins morgie and moffie, as he learns his colors and numbers. moffie teaches marcos to count from one ball to ten flowers for mama in english, and marcos repeats the numbers in spanish-one ball is ""uno""; two shoes are ""dos."" morgie teaches marcos colors, ending in a beautiful rainbow, and marcos repeats them in spanish-a red tomato is ""rojo""; the blue sky is ""azul."" these simple, colorful board books are a fun way to explore basic concepts and learn elementary spanish at the same time.",0
10144,busy piggies,"the latest book in the popular busy board book series celebrates the many charms of our corkscrew-tailed, mud-loving friends as they engage in activities every toddler will recognize.",0
10218,arnold lobel's mother goose for babies,"babies love board books and babies love nursery rhymes! the rhymes most appropriate for babies were culled from <i>the arnold lobel book of mother goose</i>, considered by many to be the most beautiful mother goose book ever published. here the caldecott medal winner’s sprightly illustrations present parent and child participatory rhymes such as “pat-a-cake” and other favorites on 20 thick, safe board pages. language development is enhanced with nursery rhymes and here are the ones that every baby deserves to know!",0
10250,fairy numbers,"a fun way to learn numbers--with rhyming text and holographic foil on every spread!<br /><br />""ten fairies fly. nine wave good-bye.<br />eight fairies hide, then seven peep outside.""<br /><br />learn to count along with 10 fun-loving and mischievous fairies. this sturdy casebound board book follows a group of fairy friends as they frolic through fields and spend their days at fun and games--flying, singing, racing, hiding, and more!",0
10274,what is a wheel and axle?,"emergent-reader nonfiction takes on a whole new face! consistent print placement, predictable text patterns and strong picture clues make this series ideal for emergent readers.",0
10285,"say ""hi!"" up high","a child jumps high, as a bird, a kite, and more pass by.",0
10286,alaskan brown bears (bears),"briefly describes the physical characteristics, the habitat, and the behavior of the alaskan brown bear.",0
10293,happy halloween,"a sparkle 'n' shimmer book(tm)you're invited to a spooky,<br /><br />""shimmery"" monster halloween party!",0
10299,the movie star mystery (nancy drew movie),"the mystery of hollywood legend dehlia draycott is too hard toresist -- and that's why i, nancy drew, decided to solve the case theactress's old mansion was spooky, and there was a suspicious caretaker,a missing will, and a secret tunnel all wrapped up in the puzzle. thisis my case file, packed with the clues, photos, and other artifacts thathelped me figure out my first hollywood mystery",0
10329,the house that jack haunted,"<i>the house that jack haunted</i> is a spooky version of the classic children's rhyme, the house that jack built. readers go on an adventure to a spooky house where they run into their favorite halloween friends along the way. <br /><br /> illustrated by charles reasoner.",0
10377,the amazing pop-up grammar book,"games, puzzles, and pop-up parts make this the most amazing--and fun-filled--grammar book ever! find adjectives to mix and match into weird and wonderful creatures. use conjunctions to reveal a mysterious magic spell. packed with flaps, tabs, wheels, a mirror, and much more, this is a playful look at the parts of speech that will make kids want to learn!",0
10405,chuckie meets the beastie bunny,"the ""beastie"" bunny's coming! at least that's what chuckie thinks when he overhears betty talking about a special easter surprise. when stu's latest invention, which looks like the dreaded bunny, malfunctions, chuckie is too frightened to join in the easter egg hunt. so what happens when chuckie faces -- gulp! -- the beastie bunny alone? will technology triumph? will chuckie overcome his fear? it's easter, rugrats-style!",0
10451,i want to be a...: firefighter,"-touch, smell, and sparkle novelties bring to life these imaginative themes.<br /><br />-lively text with fun rhymes that kids will love to hear again and again.<br /><br />-perfect for aspiring young firefighters.<br />",0
10457,happy heartwood day,celebrate happy heartwood day in sunny patch! it's the time to celebrate all living things and to show how much you care. includes your very own valentine to color.,0
