,name,description,is_preschooler
6734,tudley didn't know,"tudley, a pond-living painted turtle, adopts other animals' behaviors--simply because he doesn't know he can't! he flies like a bird, sings like a katydid, hops like a frog, and glows like a firefly. all the while, he uses his special behaviors to help other animals. but will tudley's new friends help him when he needs help? the -for creative minds- education section includes fun facts about painted turtles, rubythroated hummingbirds, fireflies, leopard frogs, and true katydids. it also contains a -make a hopping tudley- craft, a recipe for hummingbird sugar water, a -creative sparks- section, and a -food for thought- section.",1
6736,mother scorpion country: a legend from the miskito indians of nicaragua,"a brave, young miskitu indian follows his wife from the land of the living to the spirit world. bilingual in english and spanish.",1
6737,big bad wolves at school,"rufus doesn't like school at first. he loves being a wolf and doing wolf stuff -- like running through the woods or howling at the moon. but rufus, like all wolves, must go to school to learn real wolf work, like wearing clever disguises and speaking sheep. <p> while rufus learns, he also teaches: sometimes ou have to cut loose and learn to be yourself!</p>",1
6738,picture a letter,anything goes in this wordless alphabet book illustrated with creative and zany pictures. each page features a letter and a tableau of things that begin with that letter. full-color illustrations.,1
6739,big rain coming,"as one dry day follows another in the australian outback, everyone and everything is waiting for the rain, which seems as though it will never come. rosie’s kids, the panting dogs, the fat green frogs, and old stephen all do what they can to keep cool as they watch for storm clouds on the horizon. stunningly beautiful full-color artwork and spare text evoke the long wait during the dry season, and the jubilant relief when the long-promised rain finally arrives. any child can identify with the theme of how hard it is to wait for something you want, and the outsize, brilliantly colored, stylized illustrations—which feature imagery from aboriginal mythology—make this an especially striking picture book that will captivate and delight young readers.",1
6741,the whale's song,"lilly dreamt about whales. in her dreams she saw them, as large as mountains and bluer than the sky. in her dreams she heard them singing.",1
6743,the gift of the sun: a tale from south africa,"all thulani wants is a simple life basking in the sun. tired of milking the co, he exchanges it for a goat ... the goat for a sheep ... the sheep for three geese ... until all he has left is a pocketful of sunflower seeds!<br /><br />but the sunflower seeds feed the hens, the hens lay more eggs than ever, and before long thyulani is enjoying the gift of his newfound fortune.",1
6744,the hunterman and the crocodile,a hunterman and a crocodile take turns being captive and captor in a humorous folktale that teaches the importance of living in harmony with nature and is illustrated with ceramic-tile paintings.,1
6745,the singing man: adapted from a west african folktale,"long ago in west africa there lived three brothers. when they were initiated into manhood, the first decided to become a farmer and the second a blacksmith. but the third, banzar, wanted to become a musician. the elders objected, saying that music wouldn't put yams in his stomach or tools in his hands to make things to sell in the marketplace. they suggested he work for the good of the village or leave it forever. so banzar decided to set off for the town of otolo. along the way, he met a praise singer, a traveling musician who sang about the history of the african people.<br /><br />how this man helped banzar fulfill his dream ends this rewarding west african folktale.",1
6746,too much talk: a west african folktale,"a talking yam! whoever heard of such a thing? certainly not the farmer in this african folktale, whose yam yaks. and not the fisherman, whose fish declares that yams can speak. and what will the king say when he hears of all this foolish talk? (more important, what will his royal chair say?) full of hubbub and hullabaloo, this traditional story from ghana offers an irresistible invitation to young listeners to join the fun.",1
6747,chinye: a west african folk tale,"poor chinye! back and forth through the forest she goes, fetching and carrying for her cruel stepmother. but strange powers are watching over her. how chinye discovers the magic of the gourds and transforms her life is enchantingly retold in this traditional west african story of goodness, greed, and a treasure-house of gold.",1
6748,anansi finds a fool: an ashanti tale,"""when you dig a hole for someone else, you will fall into it yourself"". acclaimed folklorist verna aardema once again weaves a funny and magical african tale about lazy anansi, who wants a fishing partner who will do all the work with anansi getting the fish. but when his clever friend bonsu becomes his partner, anansi's plan backfires. aardema is the author of the 1976 caldecott winner why mosquitoes buzz in people's ears, among other works.",1
6749,the hunter and the ebony tree,from the zarma culture of west africa come this folk tale of a hunter who must overcome am impossible challenge before he can marry the girl he loves.,1
6752,not so rotten ralph,up to his usual rotten antics - spraying whipped cream all over the kitchen and jumping out of the mailbox - rotten ralph gets sent to feline finishing school.,1
6753,dr. duck and the new babies,"doctor duck wants to work in his garden since it is sunday, but he must spend his time in his travelling medical van delivering babies for all the new parents in the countryside, in a title that will stimulate conversation on how babies are born.",1
6754,dr. duck,"dr. duck spends his days and nights driving around in his big red van to help his barnyard patients. he calms mother mouse, whose baby has a fever, and listens to the cough of a two-year old beaver. he tells a hoarse cow, ""take two and you'll moo""; for a sheep, cough syrup will do for the flu. but what happens when dr. duck becomes ill? with bouncy rhymes and cheery artwork, this tale pays tender tribute to a dedicated country doctor -- and his care-giving menagerie of grateful patients.",1
6756,franklin goes to school,"with his new pencil case packed with a ruler, eraser and 12 colored pencils, franklin is ready for his first day of school -- until it's time to board the bus. in this franklin classic storybook, franklin faces the excitement and fear of starting school.",1
6757,ten oni drummers,"at dusk, on a beach in japan, a young boy falls asleep and begins to dream, but soon he has company -- a tiny oni, creeping up from the sand. throughout the night, one by one, more oni appear, until there are ten in all, and they grow bigger, too. they begin beating their taiko drums, louder and louder. they sail on a raft, play games, have a big meal, and eventually chase away the boy's scary dreams.",1
6758,"raindrop, plop!","<i>one little raindrop,</i><i>dark, dark sky.</i><br /><br /><i>two little raindrops,</i><br /><br /><i>clouds go by...</i><br /><br />how many ways can you have fun on a rainy day?  from one little raindrop to ten toes soaking in a warm bubble bath, there are lots of things to see and count until the sun comes out again.  in between, there are silly boots to pull on and puddles to splash in and a rainy backyard just waiting to be explored.  a spirited rhyming text that's ideal for reading unexpected pleasures that a little wet weather can bring to a young child's day.",1
6759,"andy, that's my name","andy may be the littlest kid on the block, but he's very important. andy has a wagon full of letters that spell his names, and he takes it with him wherever he goes. when the big kids decide that using andy's letters would be a lot of fun, andy is left out of the game. but what can the big kids do if andy takes his name and heads for home? full color.",1
6760,carrot soup,"take one rabbit, patiently growing carrots. add his friends -- mole, dog, cat, duck, and pig. mix all ingredients together for a superdelicious surprise! <br /><br /> but be careful: john segal's whimsical story and pictures will sneak into your heart, until nothing will satisfy you except more <i>carrot soup</i>.",1
6761,harry goes to day camp: level 1,"using their already published easy-to-read books, puffin launched their easy-to-read program. stories by such authors as james marshall, jean van leeuwen, and harriet ziefert are certain to attract readers to this series. though the quality of stories in this series is uneven, some of them are superb. like most other beginning-to-read series, puffin easy-to-read is divided into reading levels.level 1 uses sentences with clear and simple words and illustrations that help the reader understand the story line.<br /><br />level 2 is the springboard for emerging readers: the stories use longer sentences, yet maintain a vocabulary easy enough for the child to feel comfortable on his or her own.<br /><br />level 3 offers more challenging sentences and longer stories. preschool - grade 2.",1
6762,felipa and the day of the dead,"felipa's beloved grandmother, abuelita, has died. felipa misses her terribly and is very sad. her parents try to comfort felipa. they tell her that the souls of the dead live on forever. so felipa decides to find abuelita's soul. but where is it? she asks her grandmother's donkey, her pig, and her llamas for help. she treks many miles to the highest mountain, but grandmother's soul is nowhere to be found. then, months later, the entire village is bustling with preparations for the day of the dead. felipa joins in the celebrations honoring loved ones who have died, and in the process finally finds abuelita's soul.<br />birte muller's sweet story captures the essence of this special holiday, which is celebrated throughout latin america and in parts of the united states. she celebrates the universal spirit of remembrance, where sorrow and loss are coupled with joy as people commemorate and commune with loved ones who have died.",1
6763,amelia makes a movie,"hollywood, take note: there?s a new talent in town! amelia does it all? act, direct, write, edit, and even make costumes and scenery?with a little help from her enthusiastic brother and her dazzling dog and cat. amelia thinks she has everything under control, but anything can happen when the film starts to roll, and stars collide. readers will delight in watching the creative process unfold, and will laugh out loud at the kids? funny movie. there?s even a helpful glossary for aspiring filmmakers.<br /><br />",1
6764,butterfly boy,"every sunny afternoon emilio wheels his grandfather outside to watch the butterflies. emilio's grandfather can no longer speak, but emilio can see the happiness in his grandfather's eyes as he watches the butterflies flutter around the garage wall.<br /><br />emilio learns that the butterflies are called red admirals. they are attracted to the color white, which is why they flutter near the garage. then one day emilio's father begins painting the garage blue, and the butterflies fly away. emilio thinks quickly, and in no time the red admirals return, making emilio's grandfather smile with more than his eyes.",1
6765,spring song,"when they feel spring's warm, gentle breezes, bears leave their winter dens, rabbits bound out of their burrows to hop through clover-filled meadows, butterflies emerge from their cocoons.<br /> with lush illustrations and an inviting question-and-answer patterned text, <i>spring song</i> encourages children to emerge from their wintertime hideaways, to explore the seasonal changes in the world around them, and to join in nature's celebration of spring!<br />",1
6766,little louie takes off,"little louie is a bit of a late bloomer. all of his friends and family have already learned to fly, but he just can't get the hang of it yet. so when it comes time for everyone to migrate south, louie has to fly on a plane and wait all by himself for his family to meet him.<br /><br />as he takes his first solo journey, louie is about to learn that growth will come at its own pace and when he least expects it in this sweet, hilarious debut filled with delightfully retro illustrations.",1
6767,"christmas eve: the nativity story in engravings, verse, and song","christmas eve is the perfect time to create family traditions, and we've made it more meaningful by creating christmas eve: the nativity story in engravings, verse, and song.<br /><br /><br />christmas eve brings you the classic nativity story through scriptural verse, beautiful artwork, and music with accompanying lyrics that make it enjoyable to celebrate this joyous season with loved ones. it is the perfect way to gather the family and read the story together.<br />",1
6768,"wake up, grizzly!","toby and dad's imaginative games make for an amusing and affectionate father-and-son story that may prove the perfect solution for wide-awake, impatient children whose parents long for just a few more minutes sleep. full color.",1
6770,do you know what i'll do?,"one day a little girl said to her brother... do you know what i'll do at the seashore?<br /><br />i'll bring you a shell to hold the sound of the sea.<br /><br />in a little girl's magical question-and-answer game, charlotte zolotow captures, with unerring childlike simplicity, a sister's special love for her little brother. javaka steptoe's bold artwork offers a stunning new interpretation of the reassuring, lyrical text and brings to yet another generation of children this well-loved story.",1
6771,hand rhymes,"here are fourteen wonderfully entertaining hand games, perfect for parents and children to play together. little hands can wiggle, stretch, pound, point, and dance as they animate rhymes like ""two little monkeys, "" ""quack! quack! quack!"" and ""the caterpillar."" and children will enjoy a group of delightful poems at the same time.",1
6772,follow the line through the house,"open the front door and step inside a house exploding with patterns, colors, and laura ljungkvist’s signature line! young children can follow the line through every room, discovering hidden surprises. from the kitchen with its stocked refrigerator, to the playroom brimming with toys, to the basement with its shiny toolbox, this house is filled with visual treasures. questions prompt children to count, identify colors, and find matching elements. the deceptively simple geometric art invites hours of observation and helps build important pre-math skills.<br /><br />",1
6773,danny's duck,"danny has a secret. a wild duck is sitting on her eggs near the playground. but he won't tell a soul--not even his teacher. instead, danny draws pictures of the duck in various stages until one day he draws a picture of an empty nest. where has the duck gone? and why is his teacher smiling? full color.",1
6774,dinosaurs divorce!: a guide for changing families,"<b>for over 25 years, changing families have been using dinosaurs divorce to learn to talk to each other about one of life's most difficult moments, from the creators of the beloved, bestselling dino life guides--over half a million copies of the series sold.</b><br /><br />dinosaurs divorce will help you understand: * divorce words and what they mean * why parents divorce * what about you? * after the divorce * living with one parent * visiting your parent * having two homes * celebrating holidays and special occasions * telling your friends * meeting parents' new friends * living with stepparents * having stepsisters and stepbrothers",1
6775,hershey's milk chocolate weights and measures,"<div>best-selling author jerry pallotta and illustrator rob bolster weigh in with their eighth yummy 32-page hershey's math book--this time, using assorted hershey's candies to explain weights and measures<br /><br />how long is a foot? what is the metric system? what weighs more, a ton of feathers or a ton of hershey's candy? author and educator jerry pallotta answers these and lots of other questions as only he can--using hershey's kisses, twizzlers candies, hershey's chocolate bars, and more to teach weights and measurements. rob bolster's comical clowns demonstrate the concepts.<br /><br />this is the eighth book in the series by pallotta and bolster, who have taught kids counting by fives, addition, subtraction, fractions, multiplication, percents, shapes, and patterns.</div>",1
6776,the bones of fred mcfee,"in this rhythmic story, an unsuspecting brother and sister bring a toy skeleton home from the harvest fair. they name it fred mcfee and hang it from a sycamore tree. soon, eerie things begin to happen. and then on halloween night, fred vanishes!<br />",1
6777,rosie and the rustlers,rosie and her wranglers meet up with greasy ben and his gang in this rollicking tale of adventure. <br />,1
6778,kevin and his dad,"a simple, graceful text and illustrations infused with warmth and love make this story of a day a boy and his dad spend together a special reading experience. young boys and their fathers will relish this book that celebrates the ordinary things dads and kids can do together. full color.",1
6779,froggy goes to school,"froggy's mother knows that everyone's nervous on the first day of school. ""not me!"" says froggy, and together they leapfrog to the bus stop—<i>flop flop flop</i>. froggy's exuberant antics, complete with sound effects, will delight his many fans and reassure them that school can be fun. ""this is a great read-aloud with sounds and words that encourage active participation...a charming story to calm those pre-school jitters.""<br />—<i>school library journal</i>",1
6781,mermaids most amazing,"""for as long as anyone can remember, mermaids have swum through our stories and splashed through our dreams. . . . "" where did these mythical creatures come from? what if they were real?<br /><i>mermaids most amazing</i> provides a comprehensive introduction to these beloved creatures, rendered in beautifully evocative, folk art-style collages and illustrations. you'll meet the fish-tailed goddesses of ancient polynesia; crafty water sprites of the pacific northwest; fake mermaids from british carnivals of the 1800s; and the dugong, whose human-like features and behavior have been mistaken for mermaids by sailors throughout the ages.<br /> including several legends perfect for reading aloud, as well as maps of the mermaid world, <i>mermaids most amazing</i> is a must-read for mermaid fans of all ages. who knows what strange (and real) creatures you just might find?<br /><br />",1
6782,the seasons and someone,"animals don warm winter coats, the sun disappears, and a young eskimo girl bundles up inside the family igloo, dreaming of the taste of plump summer berries. with luminous full-spread art, the season and someone creates a breathtaking portrait of the alaskan environment and the age-old traditions of eskimo culture.",1
6783,fooling the tooth fairy,"little marty hatches a plot to trick the tooth fairy with a paper tooth. but when the clever fairy finds out what he's done, watch out! he's about to learn that she has a strong sense of justice—and an even stronger sense of humor! the warm childhood memories of martin nelson burton find a perfect home in clint hansen's paper sculpture wonderland. the sequence of wordless pages in the book - where the tooth fairy flies to the boy's house, reacts passionately to finding out that the boy has tried to trick her with a paper tooth, then devises her own strategy to ""get even"" - make for a wonderful prediction exercise for young readers. a storytelling treat, this charming picture book offers a true story from the author's childhood that kids will recognize as authentic, as they lose their baby teeth and get visits from the tooth fairy themselves.",1
6784,swimmer,this thrilling story of the chinook salmon beautifully illustrates nature's circle and the cycle of life. ages 7-11.,1
6785,come look with me: animals in art (come look with me art books),"few subjects have more immediate appeal to children than animals, and few methods of teaching students to appreciate fine art have proven more successful than those of educator gladys s. blizzard. in come look with me: animals in art, she makes the most of children s natural curiosity about animals to introduce them not only to 12 magnificent works of art, but also to a whole new way of encountering art. using an approach which is fun as is effective, the author deftly guides her young audience toward their own understanding of and delight in the world of art. publisher: charlesbridge publishing (september 1, 1992) author: gladys s. blizzard ages: 5 and up format: 32 pages, hardcover isbn: 978-1-56566-013-7 .",1
6786,mr. monkey's classroom,"back to school with cat and mouse.<br /><br />mouse is all set for his first day in mr. monkey's classroom. cat took him shopping, and now he has new clothes, a new book bag, and even new shoes. mouse is very excited -- and a little nervous, too. he is very glad that his good friend, cat, will be going to school with him.<br /><br />but when cat sees all her friends from last year, she leaves mouse all by himself to face his first day of school. now mouse must be very brave and meet his new classmates, his new teacher, and even the lunch lady in his new school.",1
6787,flix,"flix, a dog born to cat parents, finds himself able to exist in two cultures, marries a cat, and campaigns for mutual respect between cats and dogs.",1
6789,fair monaco,"when maggie, kate, and little nora go to stay with their grandmother in the city, they beg her to let them play outside, but she's too afraid. her back is bad, her feet are bad, and her head is full of worries. that night when the girls find their way into their grandmother's dreams, they realize they can do something to make the worries go away.",1
6790,bottle houses: the creative world of grandma prisbrey,"<br /><div><i>being inside one of grandma prisbrey's houses was like being </i><i>inside a rainbow or a kaleidoscope or a jewel.</i><br /><br /><b>a vibrant portrait of american visionary artist grandma prisbrey</b><br /><br />the walls of grandma prisbrey's houses glowed and glittered with color because she made them out of bottles. large and small, fancy and plain, grandma prisbrey salvaged every bottle she could find. <br />soon people started calling grandma prisbrey an artist. ""i can't even draw a car that looks like one,"" she said. ""but i guess there are different kinds of art."" lush and lyrical, this is an evocative introduction to the world of visionary, or untrained, art.<br /></div><br />",1
6791,diwali,"this series meets national curriculum standards for: science: earth and space science, science in personal and social perspectives. social studies: civic ideals &amp; practices, culture, global connections, power, authority, &amp; governance production, distribution, &amp; consumption science, technology, &amp; society",1
6792,sitti's secrets,"when sitti, an american girl, goes to visit her grandmother in her small middle eastern village on the other side of the world, they don't need words to understand each other's heart. ""a thoughtful, loving affirmation of the bonds that transcend language barriers, time zones, and national borders.""--school library journal. full color.",1
6793,armando and the blue tarp school,"armando's family lives on things they can use, recycle, and sell from the city trash dump. armando works with his father to help support the family, but he also finds things for himself pencil stubs, a notebook, and an old paint set with which to write and paint. one summer senor david arrives and begins teaching school on a blue tarp spread on the ground. armando's parents finally decide that learning may help him find different work when he grows up, so he begins attending the blue tarp school. the children learn to read and write in spanish and english. they learn math. and they draw, much to armando's delight. when a fire in the colonia burns down several homes, it is armando's picture of the fiery night plays a key role in building a real school. the story is inspired by the work of david lynch, a teacher from new york who first began working in a colonia in mexico in the early 1980s.",1
6794,the bakery lady/la senora de la panaderia,"surrounded by the sights of her grandparents' bakery monica yearns to be a baker. her first real test comes as she and her beloved grandparents prepare for the coming celebration of january sixth, el dia de los reyes magos, the feast of the three kings. when it's up to monica to plan the celebration, she wonders if she'll be able to host it.",1
6795,mirrorstone,"an english schoolboy is snatched into another world by the magician scientist salaman, who forces him to brave underwater terrors in a quest for the priceless mirrorstone.",1
6796,how will we get to the beach?,"one beautiful summer day roxanne decides to go to the beach. she loads up the car with everything she wants to take with her: the turtle/ the umbrella/ the book of wonderful stories/ the ball/ and/ of course/ her baby. but the car won't start. undaunted, roxanne decides to take the bus to the beach. but something can't go on the bus. whenever roxanne comes up with a new way to get to the beach she discovers she must leave something behind-and children will have great fun guessing just what's missing each time.",1
6797,"what have you done, davy?","danny, an energetic and clever little bunny, finds himself in trouble when, in one disaster after another, he breaks his sister's toys and crashes into his brother's playhouse. when davy realizes that sometimes saying you're sorry isn't enough, he uses his energy and cleverness to make amends and win back his family's affection. full color.",1
6798,candy counting,"budding mathematicians are invited to take a bite out of some silly counting fun in this yummy book. every page is a new opportunity to laugh at the story problem, look at the mouthwatering candy, and count the sweet treats to find the answer. the questions, which vary in difficulty, are sure to help children's problem-solving skills in an innovative and fun way.",1
6799,when frank was four,"here is a cheerful scrapbook of the small hurdles and accomplishments of childhood, featuring the familiar cast of characters from clive eats alligators. the seven children are followed as they grow from age one to seven, each in their own special way.",1
6800,song and dance man,"illus. in full color. ""in this affectionate story, three children follow their grandfather up to the attic, where he pulls out his old bowler hat, gold-tipped cane, and his tap shoes. grandpa once danced on the vaudeville stage, and as he glides across the floor, the children can see what it was like to be a song and dance man. gammell captures all the story's inherent <i>joie de vivre</i> with color pencil renderings that leap off the pages. bespectacled, enthusiastic grandpa clearly exudes the message that you're only as old as you feel, but the children respond--as will readers--to the nostalgia of the moment. utterly original.""--(starred) <i>booklist. </i>",1
6801,casey's new hat,"a good hat is a necessity on a ranch, and casey's old hat is starting to feel tight. as casey accompanies dad on a day of buying supplies and doing ranch chores, she examines the hats that various people offer her. but nothing feels right - until she takes a good look around for herself and finds the perfect hat. warm pencil illustrations perfectly complement this gentle story about a sprightly young ranch hand taking a first step toward growing up and defining herself.",1
6802,till year's good end: a calendar of medieval labors,"based on a medieval book of hours, this book describes the monthly activities of rural peasants in england during the middle ages. rhyming couplets banner the top of each page while a paragraph for each month elaborates on the daily chores, showing the round of seasons in the farm year. full color.",1
6804,puppy mudge wants to play,"henry wants to read his book, but puppy mudge has other ideas. he wants to play! henry <i>really</i> wants to read,, but how can he resist his big playful puppy?",1
6805,imagine you're a mermaid,"""a merrily alluring guide to the realm of mermaids.""<br /><br />if you've ever heard the call to be such a creature, imagine you're a mermaid! is the guide for you! awash with information on all things mermaid, this book offers tips on what to wear (seashell tiaras and seaweed hair extensions), where to live (in coral castles with turrets of pearl), and what to do (look beautiful and maybe make some mischief).<br /><br />dripping with mermaid tales, sea scenes, and even some treats to try (mer-ingues, anyone?), and saturated with stunning artwork (including watercolors, of course imagine you're a mermaid! is guaranteed to drown your boredom.<br /><br />key features: fun to read, look at, and do activities eye-catching illustrations complement delightfully silly descriptions",1
6806,animal dreaming: an aboriginal dreamtime story,"guided by a wise elder, young mirri embarks on his people's rite of passage into adulthood. amazed, he watches as ancient rock paintings come to life, detailing the history of his aboriginal people. the paintings tell the story of the dreamtime -- the period, according to australian aboriginal tradition, when animal spirits formed the earth. as he learns the secrets of the dreamtime, mirri embraces his own heritage ... and continues the traditions of those who knew the dreamtime before him.",1
6808,mrs mc tats and her houseful of cats,mrs mctats and her cat abner adopt a whole new family of cats as they work their way through the alphabet in rhyme.,1
6809,planes have wings: and other questions about transportation,"children want to know ""why don't ships sink?"", ""which is the fastest jet plane?"", and ""why do cars need gasoline?"" climb aboard and discover the answers in this intriguing look at transportation!",1
6810,if dogs ruled the world (level 3),"faith mcnulty, a prolific children's book author, has written many science books for children. in this easy reader, she invites children to imagine a pooch-patrolled world!<br /><br />""if dogs ruled the world, they would keep people as pets.""<br /><br />the dogs are taking us to the vet, giving us flea baths, and reading training books on how to teach us to sit and lie down. children will love this silly story, with lively illustrations by julie durrell, about a topsy-turvy world.",1
6812,on the day the tall ships sailed,"as the tall ships sail into the bay on the fourth of july, an american bald eagle watches from above -- a living symbol of our freedom. in this rousing patriotic song that heralds the glory and pride of our nation on independence day, betty and michael paraskevas show a different side of their work. this majestic book celebrates our country's history as well as its future. as a bonus, the score to the song is included.",1
6813,if you were born a kitten,"twelve kinds of animal babies swim, snuggle, slither, and scoot through this enchanting picture book that celebrates the miracle of birth, the magic of childhood, and you...the most precious baby of all.",1
6814,my little animals board book,"crammed with an exciting menagerie of wild animals, farm animals, pets and birds for young ones to identify, my little animals board book features clearly labeled photos that encourage children to name the animals, associate text with images, and build vocabulary. full color.",1
6815,halloween sky ride,"as one witch wends her way to the party, a shaky skeleton, a quaky mummy, a jittery jack-o'-lantern, and other halloween haunters want to come too. but can all these guests fit on a single broomstick?",1
6816,"the enchanted dolls' house wedding (the enchanted dolls' house, #2)","albert and lucinda from the beloved <i>the enchanted dolls' house</i> have pled their troth (victorian for ""got engaged!""). it is a happy time for everyone in the enchanted dolls' house. all the dollsfrom the servant dolls to the toy dolls, even the resident dog and cat dollsenthusiastically join together to celebrate a joyous wedding with all the fashionable and tasteful accoutrement of the edwardian, regency and victorian eras available to them.four masterfully conceived and constructed pop-up buldings amaze with historical accuracy and bustle with activity: shop for wedding finery in an edwardian department store. see the toiletries, accessories, hair styles, and beautiful wedding clothes from which the dolls choose. attend a wedding breakfast, complete with musicians, favors, and a glorious cake garnished with marzipan pearls, pendants and bows. peek through windows and doors of a victorian manor dolls' house and a regency dolls' house to see the dolls observe their elegant way of life. and finally, attend a breathtakingly beautiful wedding in a victorian chapel.<br /><br />overflowing with doll lore and loving rendered details of wedding gifts, food, and flowers, readers of all ages will attend the wedding of their dreams!",1
6820,puppies are like that!,"curious little puppies bark and dig and run very, very fast. puppies are like that!",1
6824,mouse's first fall,"one cool day mouse and minka venture out to play. from leaves of all colors red, yellow, orange, and brown to leaves of all shapes and sizes -- from pointy to round -- mouse learns that fall is a season full of fun! and before the day is done he just might take the biggest ""leap"" of all. hooray for fall!",1
6827,endangered animals (level 3),discusses the changes in animal habitats and the importance of helping to protect endangered species and their habitats.,1
6828,hop! plop!,"hop! plop! boom! bop! this day's fun will never stop!<br /><br />mouse and elephant know that the perfect remedy to a boring day is a trip to the playground. but it's a little tough to decide which playground ride is their favorite. with elephant so big, and mouse so small, each ride can be a bit of a challenge for the pair. the seesaw sends mouse soaring. the swings are a total flop for elephant. and the whirly-bird is just a bit too whirly for mouse. it takes a little bit of trial and a whole lot of error before mouse and elephant discover what their favorite really is -- each other.<br /><br />a funny and charming look at friendship, with a simple and playful text that the youngest audiences will beg to hear over and over!",1
6829,niagara falls,niagara falls is beautiful and exciting. read along to discover how the falls were made and the history that surrounds them.,1
6832,the winter mittens,"when addie finds a pair of old mittens and tries them on, it suddenly begins to snow, to the delight of all the children. realizing the mittens' magical gift, she decides to make it snow and snow--until a blizzard commences and she is unable to take the mittens off. full-color illustrations.",1
6833,helen keller: author and advocate for the disabled,"introduces the life and accomplishments of famed author and advocate for the disabled, helen keller.",1
6835,the red heels,"an itinerant shoemaker in colonial new england makes a pair of shoes for a beautiful young woman, although he fears the red heels are a sign that she is a witch.",1
6836,here comes the year,"a poetic introduction to a year and the seasons.<br /><br /><i>""i am the january dark</i><br /><i>dappled and deep,</i><br /><i>teasing you, easing you</i><br /><i>out of your cuddle-down sleep.""</i><br /><br />i am the february frost, the march wind, the april rain . . . i am the year gliding swiftly from month to month, season to season, urging you with me. won't you come along?<br /><br />eileen spinelli's soothing words and keiko narahashi's inviting illustrations make the ups and downs of the weather something to savor rather than endure. one by one the months arrive, and each is a pleasure to meet!<br />",1
6837,i have an olive tree,"<em>the day i was seven, my grandfather gave me and olive tree...</em>at first, sophia thinks the tree is an odd gift, but when grandfather dies and her mother travel to greece to see the tree, she discovers that what he discovers that what he has given her is far greater than she'd ever imagined.<br /><br />a testimony to the wondrous ties of family and heritage, this glorious picture book brings together the beautiful writing of acclaimed author eve bunting and the exuberant paintings of artist karen barbour.",1
6838,"big david, little david",a warm and hilarious picture book from renowned young adult author s.e. hinton. a gentle tale that treats the world of a kindergartner with respect and humor.--detroit free press. illustrated.,1
6839,momo's kitten,a little japanese-american girl finds a stray kitten and is allowed to keep it as a pet.,1
6840,10 trick-or-treaters,"<i>10 trick-or-treaters</i><br /><i>on a dark and spooky night</i><br /><i>out to get some candy</i><br /><i>or give someone a fright.</i><br /><br />little do these ten trick-or-treaters know that they are the ones who will be frightened on halloween night when a toad hops near, a skeleton tries to join their dance party, and a monster asks to share their candy.<br /><br />this not-too-scary halloween counting book features the bright, bold artwork of linda davick and the comforting, lively rhythms of janet schulman's story, making it the perfect gift for young trick-or-treaters everywhere!",1
6842,a bunny for all seasons,"one summer day a bunny hops out of the woods and into a garden. “what a wonderful garden someone has made just for me,” she thinks. all summer she feasts there. in the fall, she hides from the mean old cat behind big orange pumpkins. then, just before the snows of winter, another bunny hops into her garden. now during the cold winter, she has a friend. and when the first flowers of spring pop up in the garden, the two bunnies are there–and so are their three little baby bunnies!<br />this gentle story with vibrant watercolor paintings captures the essence of the four seasons.",1
6843,owls: hunters of the night,"while we sleep, owls silently swoop through the night skies. but what else goes on after dark? how do owls hunt so well and what do they eat? where do they live and who are their enemies? join author elaine landau as she takes the reader on a tour through the nighttime world of owls.",1
6844,the extinct alphabet book,"learn about the five-eyed opabinia and the four-toed horse. speculate about the life of the jamaican long-tongued bat. discover the fate of the beautiful quagga. but don't look for any dinosaurs in this book. there aren't any!<br /><br />millions of creatures other than dinosaurs are now extinct. in true alphabet book tradition, the author has found twenty-six of the most extraordinary past-inhabitants of the earth.<br /><br />jerry pallotta and ralph masiello team up to provide exciting, accurate text and illustrations filled with unusual and amusing insight that will satisfy fans of all ages.",1
6845,goblins in green,"an alphabet book featuring 26 green goblins, who romp through an attic trying on clothes with letters appropriate to their names. illustrated in full colour by jos a. smith.",1
6846,jousting with jesters: an abc for the younger dragon,"when dennis the dragon emerges from his egg, he cannot yet breathe fire. this is not unusual in the dragon world, but the quest dennis undertakes to find his flame most certainly is. an alphabetical series of instructions guides the young dragon as he journeys from castle to countryside, from fairground to forest until he arrives at the blazing crater of a volcano. he meets villains, imps, gnomes and knights along the way-as well as a mischievous jester who stays close to his side from a to z.<br />",1
6847,ogres! ogres! ogres!: a feasting frenzy from a to z,"nicholas heller and jos. a. smith invite you to the basement where twenty-six mischievous (and very hungry) ogres are eating their way through the alphabet. expecting something formal? be forewarned! munching, nibbling, consuming, gobbling, imbibing, juicing, lapping, and wolfing were never so much fun. the offbeat, clever text simmers when read aloud, and the silly pictures--featuring gleeful ogres in all shapes and sizes--add more than a dash of flavor to an alphabet book that savors messy euphoria.",1
6850,the story of red rubber ball,"one little, red rubber ball sits all alone while the rest of the world seems to go on about its business. bees buzz, birds fly, squirrels hoard, but no one pays the little toy any lasting attention. at least, not at first.<br />	<br />lee bennett hopkins award winner constance levy has created subtle, infectious verse that tells the story of a small thing that makes a big difference. hiroe nakata paints a bustling world where animals play, the sun rises and sets, and children make friends. rich with colorful characters and detail, <i>the story of red rubber ball </i>is a surprising--and charming--backyard adventure.<br />",1
